Kanheli (Part)(73),Kanheli B.O,124021,Rohtak,ROHTAK,HARYANA
Kheri Sadh(42),Kheri Sadh B.O,124021,Rohtak,ROHTAK,HARYANA
Simli(71),Maina B.O,124021,Rohtak,ROHTAK,HARYANA
Rohtak,Asthal Bohar S.O,124021,Rohtak,ROHTAK,HARYANA
Bohar (Part)(68),Bohar B.O,124021,Rohtak,ROHTAK,HARYANA
Karaur(41),Karor B.O,124021,Rohtak,ROHTAK,HARYANA
Majra,Asthal Bohar S.O,124021,Rohtak,ROHTAK,HARYANA
Kehrawar(40),Kharawar B.O,124021,Rohtak,ROHTAK,HARYANA
Bhambhewa(1),Bhambhewa B.O,124021,Beri,JHAJJAR,HARYANA
Garhi Bohar(135),Asthal Bohar S.O,124021,Rohtak,ROHTAK,HARYANA
Maina(72),Maina B.O,124021,Rohtak,ROHTAK,HARYANA
Pahrawar(69),Pehrawar B.O,124021,Rohtak,ROHTAK,HARYANA
Busana(129),Basana B.O,124022,Rohtak,ROHTAK,HARYANA
Jamalpur(160),Bahu Akbarpur B.O,124022,Jhajjar,JHAJJAR,HARYANA
Mokhra Khas(101),Mokhra S.O,124022,Maham,ROHTAK,HARYANA
Bahu Akberpur(94),Bahu Akbarpur B.O,124022,Rohtak,ROHTAK,HARYANA
Mokhra Kheri Rojh(102),Mokhra S.O,124022,Maham,ROHTAK,HARYANA
Mokhra Kheri(102),Mokhra S.O,124022,Maham,ROHTAK,HARYANA
Dojhana(3-N),Dujana S.O,124102,Beri,JHAJJAR,HARYANA
Bir Dhana(108),Birdhana B.O,124102,Jhajjar,JHAJJAR,HARYANA
Madana Kalan(10),Madana Kalan B.O,124102,Beri,JHAJJAR,HARYANA
Madana Khurd(12),Madana Kalan B.O,124102,Beri,JHAJJAR,HARYANA
Mehrana(2-N),Mehrana B.O,124102,Jhajjar,JHAJJAR,HARYANA
Seria(9),Seria B.O,124102,Beri,JHAJJAR,HARYANA
Chiman Pura(1-N),Chamanpura B.O,124102,Beri,JHAJJAR,HARYANA
Bakhtawarpur Alias Rayya(210),Dawla Raiya B.O,124103,Jhajjar,JHAJJAR,HARYANA
Dadanpur (238),Dadanpur B.O,124103,Jhajjar,JHAJJAR,HARYANA
Jahazgarh(121),Jahazgarh B.O,124103,Beri,JHAJJAR,HARYANA
Jondhi(107),Jondhi B.O,124103,Jhajjar,JHAJJAR,HARYANA
Kheri Khumar(111),Kheri Kumar B.O,124103,Jhajjar,JHAJJAR,HARYANA
Mahmoodpur Majra(88),M.P.Majra B.O,124103,Bahadurgarh,JHAJJAR,HARYANA
Palra(120),Palra B.O,124103,Beri,JHAJJAR,HARYANA
Rankhanda(208),Dawla Raiya B.O,124103,Jhajjar,JHAJJAR,HARYANA
Saloda(234),Sulodha B.O,124103,Jhajjar,JHAJJAR,HARYANA
Silani Pana Keso (263),Silana B.O,124103,Jhajjar,JHAJJAR,HARYANA
Bir Dadri(271),Dadri Toe B.O,124103,Jhajjar,JHAJJAR,HARYANA
Dadri Toe(275),Dadri Toe B.O,124103,Jhajjar,JHAJJAR,HARYANA
Hassanpur(211),Hasanpur B.O,124103,Jhajjar,JHAJJAR,HARYANA
Jhajjar,Jhajjar S.O,124103,Jhajjar,JHAJJAR,HARYANA
Jhajjar,Silani B.O,124103,Jhajjar,JHAJJAR,HARYANA
Karoda(213),Gawalison B.O,124103,Jhajjar,JHAJJAR,HARYANA
Kildodh,Silana B.O,124103,Jhajjar,JHAJJAR,HARYANA
Mangawas,Palra B.O,124103,Beri,JHAJJAR,HARYANA
Patasni(256),Utlodha B.O,124103,Jhajjar,JHAJJAR,HARYANA
Raipur(11),Silani B.O,124103,Beri,JHAJJAR,HARYANA
Raipur(236),Silana B.O,124103,Jhajjar,JHAJJAR,HARYANA
Talao(112),Talao B.O,124103,Jhajjar,JHAJJAR,HARYANA
Tatarpur(105),Jondhi B.O,124103,Jhajjar,JHAJJAR,HARYANA
Asadpur Khera(241),Gawalison B.O,124103,Jhajjar,JHAJJAR,HARYANA
Dawala(209),Dawla Raiya B.O,124103,Jhajjar,JHAJJAR,HARYANA
Dulana,Silana B.O,124103,Jhajjar,JHAJJAR,HARYANA
Jhajjar,Court Complex Jhajjar S.O,124103,Jhajjar,JHAJJAR,HARYANA
Khatiwas(113),Khatiwas B.O,124103,Jhajjar,JHAJJAR,HARYANA
Raiya,Hasanpur B.O,124103,Jhajjar,JHAJJAR,HARYANA
Sheojipura(272),Dadri Toe B.O,124103,Jhajjar,JHAJJAR,HARYANA
Untloda(257),Utlodha B.O,124103,Jhajjar,JHAJJAR,HARYANA
Zahidpur(255),Utlodha B.O,124103,Jhajjar,JHAJJAR,HARYANA
Durina(267),Silana B.O,124103,Jhajjar,JHAJJAR,HARYANA
Fortpur(115),Gawalison B.O,124103,Jhajjar,JHAJJAR,HARYANA
Gorawar(106),Jondhi B.O,124103,Jhajjar,JHAJJAR,HARYANA
"Jahagirpur,Asgra",Utlodha B.O,124103,Jhajjar,JHAJJAR,HARYANA
Jhajjar (Rural)(100),Jhajjar S.O,124103,Jhajjar,JHAJJAR,HARYANA
Kortpura,Gawalison B.O,124103,Jhajjar,JHAJJAR,HARYANA
Kutani(276),Dadri Toe B.O,124103,Jhajjar,JHAJJAR,HARYANA
Babra(261),Dawla Raiya B.O,124103,Jhajjar,JHAJJAR,HARYANA
Gudha(109),Gudha B.O,124103,Jhajjar,JHAJJAR,HARYANA
Khakhana(237),Dadanpur B.O,124103,Jhajjar,JHAJJAR,HARYANA
Khalekpur(81),Yakubpur B.O,124103,Jhajjar,JHAJJAR,HARYANA
Kheri Hosdarpur(207),Gawalison B.O,124103,Jhajjar,JHAJJAR,HARYANA
Nangali(101),Dadri Toe B.O,124103,Jhajjar,JHAJJAR,HARYANA
Sabili(258),Dadanpur B.O,124103,Jhajjar,JHAJJAR,HARYANA
Silana (259),Silana B.O,124103,Jhajjar,JHAJJAR,HARYANA
Silani Pana Zalim(262),Silana B.O,124103,Jhajjar,JHAJJAR,HARYANA
Timarpur,Gawalison B.O,124103,Jhajjar,JHAJJAR,HARYANA
Khajpur,Dawla Raiya B.O,124103,Jhajjar,JHAJJAR,HARYANA
Mahmudpur Majra(122),M.P.Majra B.O,124103,Beri,JHAJJAR,HARYANA
Surkhpur,Jondhi B.O,124103,Jhajjar,JHAJJAR,HARYANA
Tamaspura(116),Gawalison B.O,124103,Jhajjar,JHAJJAR,HARYANA
Bareni,Gawalison B.O,124103,Jhajjar,JHAJJAR,HARYANA
Gawalison(114),Gawalison B.O,124103,Jhajjar,JHAJJAR,HARYANA
Gijarod(260),Silana B.O,124103,Jhajjar,JHAJJAR,HARYANA
Jhajjar,Gurukul Jhajjar B.O,124103,Jhajjar,JHAJJAR,HARYANA
Nangla(274),Dadri Toe B.O,124103,Jhajjar,JHAJJAR,HARYANA
Ramgarh Dhani,Dadri Toe B.O,124103,Jhajjar,JHAJJAR,HARYANA
Aurangpur (273),Dadri Toe B.O,124103,Jhajjar,JHAJJAR,HARYANA
Chandpur(239),Dadanpur B.O,124103,Jhajjar,JHAJJAR,HARYANA
Kilrod(235),Dadanpur B.O,124103,Jhajjar,JHAJJAR,HARYANA
Rampura,Jondhi B.O,124103,Jhajjar,JHAJJAR,HARYANA
Yaqubpur(82),Yakubpur B.O,124103,Jhajjar,JHAJJAR,HARYANA
Bhadani(94),Bhadani B.O,124104,Jhajjar,JHAJJAR,HARYANA
Bhadana(95),Bhadani B.O,124104,Jhajjar,JHAJJAR,HARYANA
Bir Sunarwala(103),Nehru College Jhajjar S.O,124104,Jhajjar,JHAJJAR,HARYANA
Jahangirpur(265),Jahangirpur B.O,124104,Jhajjar,JHAJJAR,HARYANA
Kheri Asra(18),Kheri Asra B.O,124104,Jhajjar,JHAJJAR,HARYANA
Khungai(91),Khungai B.O,124104,Jhajjar,JHAJJAR,HARYANA
Sordia,Bajidpur Tappa Haveli B.O,124104,Jhajjar,JHAJJAR,HARYANA
Boria(97),Bajidpur Tappa Haveli B.O,124104,Jhajjar,JHAJJAR,HARYANA
Jhajjar,Nehru College Jhajjar S.O,124104,Jhajjar,JHAJJAR,HARYANA
Kaloi(268),Jnv Kiloi B.O,124104,Jhajjar,JHAJJAR,HARYANA
Kaloi(268),Nehru College Jhajjar S.O,124104,Jhajjar,JHAJJAR,HARYANA
Kiloi,Surha B.O,124104,Jhajjar,JHAJJAR,HARYANA
Sikanderpur(99),Ukhal Channa B.O,124104,Jhajjar,JHAJJAR,HARYANA
Surah(266),Surha B.O,124104,Jhajjar,JHAJJAR,HARYANA
Ukhal Chana(264),Ukhal Channa B.O,124104,Jhajjar,JHAJJAR,HARYANA
Bazidpur Tappa Haveli(98),Bajidpur Tappa Haveli B.O,124104,Jhajjar,JHAJJAR,HARYANA
Kaimalgarh(102),Nehru College Jhajjar S.O,124104,Jhajjar,JHAJJAR,HARYANA
Surakhpur Viran(229),Bajidpur Tappa Haveli B.O,124104,Jhajjar,JHAJJAR,HARYANA
Bazidpur Tappa Birohar(152),Bajidpur Tappa Haveli B.O,124104,Jhajjar,JHAJJAR,HARYANA
Kablana(92),Kablana B.O,124104,Jhajjar,JHAJJAR,HARYANA
Sekhupur Jat (96),Bajidpur Tappa Haveli B.O,124104,Jhajjar,JHAJJAR,HARYANA
Surakhpur Tappa Haveli(104),Bajidpur Tappa Haveli B.O,124104,Jhajjar,JHAJJAR,HARYANA
Bahamnola(270),Bamnaula B.O,124105,Jhajjar,JHAJJAR,HARYANA
Faizabad(87),Badli S.O (Jhajjar),124105,Jhajjar,JHAJJAR,HARYANA
Lagarpur(74),Badli S.O (Jhajjar),124105,Bahadurgarh,JHAJJAR,HARYANA
Munda Khera(78),Badli S.O (Jhajjar),124105,Bahadurgarh,JHAJJAR,HARYANA
Pahrour,Kheri Jat B.O,124105,Jhajjar,JHAJJAR,HARYANA
Dever Khana(75),Deverkhana B.O,124105,Bahadurgarh,JHAJJAR,HARYANA
Ladpur(86),Ladpur B.O,124105,Jhajjar,JHAJJAR,HARYANA
Munimpur Kukrola(269),Bamnaula B.O,124105,Jhajjar,JHAJJAR,HARYANA
Badsa(77),Badsa B.O,124105,Bahadurgarh,JHAJJAR,HARYANA
Daryapur(73),Badli S.O (Jhajjar),124105,Bahadurgarh,JHAJJAR,HARYANA
Saidpur(42),Badli S.O (Jhajjar),124105,Bahadurgarh,JHAJJAR,HARYANA
Kheri Jat(89),Kheri Jat B.O,124105,Jhajjar,JHAJJAR,HARYANA
Mohamadpur,Kheri Jat B.O,124105,Jhajjar,JHAJJAR,HARYANA
Nimana(84),Sondhi B.O,124105,Jhajjar,JHAJJAR,HARYANA
Badli(72),Badli S.O (Jhajjar),124105,Bahadurgarh,JHAJJAR,HARYANA
Pelhpa(85),Pelpa B.O,124105,Jhajjar,JHAJJAR,HARYANA
Sondhi(83),Sondhi B.O,124105,Jhajjar,JHAJJAR,HARYANA
Lagarpur,Deverkhana B.O,124105,Bahadurgarh,JHAJJAR,HARYANA
Lohat(76),Deverkhana B.O,124105,Bahadurgarh,JHAJJAR,HARYANA
Birohar(145),Birohar B.O,124106,Jhajjar,JHAJJAR,HARYANA
Mankawas (148),Sehlenga B.O,124106,Jhajjar,JHAJJAR,HARYANA
Ruriawas(142),Matanhail S.O,124106,Jhajjar,JHAJJAR,HARYANA
Achhej(119),Achhej B.O,124106,Beri,JHAJJAR,HARYANA
Bambulia(203),Matanhail S.O,124106,Jhajjar,JHAJJAR,HARYANA
Godhri(140),Achhej B.O,124106,Beri,JHAJJAR,HARYANA
Islamgarh(117),Chhuchhakwas B.O,124106,Jhajjar,JHAJJAR,HARYANA
Azad-Nagar,Chhuchhakwas B.O,124106,Jhajjar,JHAJJAR,HARYANA
Shafipur(139),Achhej B.O,124106,Beri,JHAJJAR,HARYANA
Dhalanwas(150),Sehlenga B.O,124106,Jhajjar,JHAJJAR,HARYANA
Dhani,Chhuchhakwas B.O,124106,Jhajjar,JHAJJAR,HARYANA
Ikram-Garn,Chhuchhakwas B.O,124106,Jhajjar,JHAJJAR,HARYANA
Jharli(154),Jharli B.O,124106,Jhajjar,JHAJJAR,HARYANA
Marot(206),Marot B.O,124106,Jhajjar,JHAJJAR,HARYANA
Matanhail(141),Matanhail S.O,124106,Jhajjar,JHAJJAR,HARYANA
Paharipur(137),Achhej B.O,124106,Beri,JHAJJAR,HARYANA
Kaliawas(146),Khachrauli B.O,124106,Jhajjar,JHAJJAR,HARYANA
Sasrauli(78),Sasroli B.O,124106,Rohtak,ROHTAK,HARYANA
Sasroli(153),Sasroli B.O,124106,Jhajjar,JHAJJAR,HARYANA
Maliawas(144),Sasroli B.O,124106,Jhajjar,JHAJJAR,HARYANA
Malikpur(138),Achhej B.O,124106,Beri,JHAJJAR,HARYANA
Mundsa(202),Mundsa B.O,124106,Jhajjar,JHAJJAR,HARYANA
Dhanirwas(161),Sehlenga B.O,124106,Jhajjar,JHAJJAR,HARYANA
Selanga(149),Sehlenga B.O,124106,Jhajjar,JHAJJAR,HARYANA
Sundrehti(157),Sasroli B.O,124106,Jhajjar,JHAJJAR,HARYANA
Bir Chhuchhakwas(118),Chhuchhakwas B.O,124106,Jhajjar,JHAJJAR,HARYANA
Khachroli(147),Khachrauli B.O,124106,Jhajjar,JHAJJAR,HARYANA
Khaparwas(204),Matanhail S.O,124106,Jhajjar,JHAJJAR,HARYANA
Noganwa(143),Nogawan B.O,124106,Jhajjar,JHAJJAR,HARYANA
Gochhi(8),Gochhi B.O,124107,Beri,JHAJJAR,HARYANA
Dhandlah(7),Dhandlan B.O,124107,Beri,JHAJJAR,HARYANA
Chhochhi(13),Chhochi B.O,124107,Beri,JHAJJAR,HARYANA
Dighal(2),Dighal S.O,124107,Beri,JHAJJAR,HARYANA
Barhana(15),Barhana B.O,124107,Beri,JHAJJAR,HARYANA
Lakaria(6),Dhandlan B.O,124107,Beri,JHAJJAR,HARYANA
Mamian(5),Barhana B.O,124107,Beri,JHAJJAR,HARYANA
Gangtan(4),Dighal S.O,124107,Beri,JHAJJAR,HARYANA
Kahari(253),Kahri B.O,124108,Jhajjar,JHAJJAR,HARYANA
Koka(247),Ahri B.O,124108,Jhajjar,JHAJJAR,HARYANA
Chhapar(245),Chhappar B.O,124108,Jhajjar,JHAJJAR,HARYANA
Luhari(250),Lohari B.O,124108,Jhajjar,JHAJJAR,HARYANA
Dhani-Kolana,Kahri B.O,124108,Jhajjar,JHAJJAR,HARYANA
Kulana(248),Kahri B.O,124108,Jhajjar,JHAJJAR,HARYANA
Amadalpur(252),Ahri B.O,124108,Jhajjar,JHAJJAR,HARYANA
Dhani-Ahiran,Pataudah B.O,124108,Jhajjar,JHAJJAR,HARYANA
Dhani-Shain,Kahri B.O,124108,Jhajjar,JHAJJAR,HARYANA
Khudan(242),Khudan B.O,124108,Jhajjar,JHAJJAR,HARYANA
Ghatauli,Bhatera B.O,124108,Jhajjar,JHAJJAR,HARYANA
Kheri-Ahran,Pataudah B.O,124108,Jhajjar,JHAJJAR,HARYANA
Kheri-Sultan,Pataudah B.O,124108,Jhajjar,JHAJJAR,HARYANA
Patoda(249),Pataudah B.O,124108,Jhajjar,JHAJJAR,HARYANA
Machhrauli(240),Machrauli S.O,124108,Jhajjar,JHAJJAR,HARYANA
Batehra(254),Bhatera B.O,124108,Jhajjar,JHAJJAR,HARYANA
Kheri Taluka Patoda(251),Pataudah B.O,124108,Jhajjar,JHAJJAR,HARYANA
Sarola(244),Chhappar B.O,124108,Jhajjar,JHAJJAR,HARYANA
Ahri(246),Ahri B.O,124108,Jhajjar,JHAJJAR,HARYANA
Chandpuri(231),Machrauli S.O,124108,Jhajjar,JHAJJAR,HARYANA
Jaitpur(187),Chhappar B.O,124108,Jhajjar,JHAJJAR,HARYANA
Khera,Ahri B.O,124108,Jhajjar,JHAJJAR,HARYANA
Pindalpur,Kahri B.O,124108,Jhajjar,JHAJJAR,HARYANA
Belochpura(216),Bilochpura B.O,124109,Jhajjar,JHAJJAR,HARYANA
Bithla(195),Dhakla S.O,124109,Jhajjar,JHAJJAR,HARYANA
Niwada(220),Niwada B.O,124109,Jhajjar,JHAJJAR,HARYANA
Subana(226),Subana B.O,124109,Jhajjar,JHAJJAR,HARYANA
Surehti(233),Surheti B.O,124109,Jhajjar,JHAJJAR,HARYANA
Babepur(224),Subana B.O,124109,Jhajjar,JHAJJAR,HARYANA
Fatehpur(80),Niwada B.O,124109,Jhajjar,JHAJJAR,HARYANA
Fatehpuri(232),Niwada B.O,124109,Jhajjar,JHAJJAR,HARYANA
Tumbaheri(188),Tumbaheri B.O,124109,Jhajjar,JHAJJAR,HARYANA
Bhindawas(214),Bilochpura B.O,124109,Jhajjar,JHAJJAR,HARYANA
Dharoli(191),Darauli B.O,124109,Jhajjar,JHAJJAR,HARYANA
Mubarakpur(186),Tumbaheri B.O,124109,Jhajjar,JHAJJAR,HARYANA
Shahjahanpur(215),Bilochpura B.O,124109,Jhajjar,JHAJJAR,HARYANA
Chadhwana(218),Niwada B.O,124109,Jhajjar,JHAJJAR,HARYANA
Kanwah(230),Niwada B.O,124109,Jhajjar,JHAJJAR,HARYANA
Khetawas(205),Khetawas B.O,124109,Jhajjar,JHAJJAR,HARYANA
Kunjia(212),Bilochpura B.O,124109,Jhajjar,JHAJJAR,HARYANA
Dhakla(223),Dhakla S.O,124109,Jhajjar,JHAJJAR,HARYANA
Girdharpur(225),Subana B.O,124109,Jhajjar,JHAJJAR,HARYANA
Jatwara(192),Dhakla S.O,124109,Jhajjar,JHAJJAR,HARYANA
Kasni(228),Kasni B.O,124109,Jhajjar,JHAJJAR,HARYANA
Neola,Dhakla S.O,124109,Jhajjar,JHAJJAR,HARYANA
Samaspur Majra(227),Samaspur Majra B.O,124109,Jhajjar,JHAJJAR,HARYANA
Chandol(222),Dhakla S.O,124109,Jhajjar,JHAJJAR,HARYANA
Koilpuri(217),Khetawas B.O,124109,Jhajjar,JHAJJAR,HARYANA
Neola(182),Tumbaheri B.O,124109,Jhajjar,JHAJJAR,HARYANA
Suraj-Garh,Bilochpura B.O,124109,Jhajjar,JHAJJAR,HARYANA
Dolapera,Khetawas B.O,124109,Jhajjar,JHAJJAR,HARYANA
Redhuwas(219),Niwada B.O,124109,Jhajjar,JHAJJAR,HARYANA
Bhikhanpur Viran(196),Dhakla S.O,124109,Jhajjar,JHAJJAR,HARYANA
Kharwana,Niwada B.O,124109,Jhajjar,JHAJJAR,HARYANA
Ajaib(108),Ajaib B.O,124111,Maham,ROHTAK,HARYANA
Kharkhra(104),Kharkhara B.O,124111,Maham,ROHTAK,HARYANA
Madina Kaursan(105),Madina S.O,124111,Maham,ROHTAK,HARYANA
Bharan(106),Bharan B.O,124111,Maham,ROHTAK,HARYANA
Gurawar(97),Girawar B.O,124111,Maham,ROHTAK,HARYANA
Madina Gindhran(99),Madina S.O,124111,Maham,ROHTAK,HARYANA
Bedwa(114),Farmana B.O,124112,Maham,ROHTAK,HARYANA
Bhaini Bharon(122),Bhaini Bharon B.O,124112,Maham,ROHTAK,HARYANA
Bhaini Chanderpal(117),Bhaini Chanderpal B.O,124112,Maham,ROHTAK,HARYANA
Farmana Khas(113),Farmana B.O,124112,Maham,ROHTAK,HARYANA
Kishan garh,Mehem S.O,124112,Maham,ROHTAK,HARYANA
Shekhupur Titri (119),Mehem S.O,124112,Maham,ROHTAK,HARYANA
Bhaini Surjan(116),Bhaini Surjan B.O,124112,Maham,ROHTAK,HARYANA
Ganga Nagar,Mehem S.O,124112,Maham,ROHTAK,HARYANA
Bahelba(103),Behlba B.O,124112,Maham,ROHTAK,HARYANA
Bhaini Maharajpur(121),Bhaini Bharon B.O,124112,Maham,ROHTAK,HARYANA
Imli Garh,Mehem S.O,124112,Maham,ROHTAK,HARYANA
Farmana Badshahpur(112),Farmana B.O,124112,Maham,ROHTAK,HARYANA
Maham,Mehem S.O,124112,Maham,ROHTAK,HARYANA
Seman(115),Saman B.O,124112,Maham,ROHTAK,HARYANA
Kheri Maham(118),Mehem S.O,124112,Maham,ROHTAK,HARYANA
Maham (Rural)(Part)(120),Mehem S.O,124112,Maham,ROHTAK,HARYANA
Sisar Khas(123),Sisarkhas B.O,124112,Maham,ROHTAK,HARYANA
Bhiaini Mato,Bhaini Bharon B.O,124112,Maham,ROHTAK,HARYANA
Katesra(118),Katesra B.O,124113,Rohtak,ROHTAK,HARYANA
Kalanaur Khurd (Part)(127),Kalanaur S.O (Rohtak),124113,Rohtak,ROHTAK,HARYANA
Sampal(128),Sampel B.O,124113,Rohtak,ROHTAK,HARYANA
Sanga Hera(115),Nigana B.O,124113,Rohtak,ROHTAK,HARYANA
Gudhan(134),Kalanaur S.O (Rohtak),124113,Rohtak,ROHTAK,HARYANA
Kalanaur Kalan (Part)(126),Kalanaur S.O (Rohtak),124113,Rohtak,ROHTAK,HARYANA
Nigana(119),Nigana B.O,124113,Rohtak,ROHTAK,HARYANA
Jindran Kalan(135),Kalanaur S.O (Rohtak),124113,Rohtak,ROHTAK,HARYANA
Kherari(133),Khairari B.O,124113,Rohtak,ROHTAK,HARYANA
Jharli(154),Power Plant Jharli S.O,124141,Jhajjar,JHAJJAR,HARYANA
Bahu(18-N),Bahu S.O,124142,Jhajjar,JHAJJAR,HARYANA
Goria(14-N),Goria B.O,124142,Jhajjar,JHAJJAR,HARYANA
Jhamri(151),Jhamri B.O,124142,Jhajjar,JHAJJAR,HARYANA
Khera Tharu(19-N),Bahu S.O,124142,Jhajjar,JHAJJAR,HARYANA
Khanpur Kalan(16-N),Khanpur Khurd B.O,124142,Jhajjar,JHAJJAR,HARYANA
Khanpur Khurd(15-N),Khanpur Khurd B.O,124142,Jhajjar,JHAJJAR,HARYANA
Khorra(17-N),Khorra B.O,124142,Jhajjar,JHAJJAR,HARYANA
Badidpur,Jhamri B.O,124142,Jhajjar,JHAJJAR,HARYANA
Salhawas (163),Sahlawas S.O,124146,Jhajjar,JHAJJAR,HARYANA
Dhania(164),Sahlawas S.O,124146,Jhajjar,JHAJJAR,HARYANA
Birar(199),Birar B.O,124146,Jhajjar,JHAJJAR,HARYANA
Ismailpur,Mundahera B.O,124146,Jhajjar,JHAJJAR,HARYANA
Ladain(158),Ladain B.O,124146,Jhajjar,JHAJJAR,HARYANA
Madalsahpur(201),Akheri Madanpur B.O,124146,Jhajjar,JHAJJAR,HARYANA
Dhana(162),Sahlawas S.O,124146,Jhajjar,JHAJJAR,HARYANA
Akehri Madanpur(200),Akheri Madanpur B.O,124146,Jhajjar,JHAJJAR,HARYANA
Amboli(193),Sahlawas S.O,124146,Jhajjar,JHAJJAR,HARYANA
Mohanbari(155),Jhanswa Kalan B.O,124146,Jhajjar,JHAJJAR,HARYANA
Bhurawas(194),Bhurawas B.O,124146,Jhajjar,JHAJJAR,HARYANA
Jhanswa(156),Jhanswa Kalan B.O,124146,Jhajjar,JHAJJAR,HARYANA
Mundahera(198),Mundahera B.O,124146,Jhajjar,JHAJJAR,HARYANA
Nilaheri(197),Nilaheri B.O,124146,Jhajjar,JHAJJAR,HARYANA
Bisahan(125),Bishan B.O,124201,Beri,JHAJJAR,HARYANA
Beri Khas(128),Beri S.O,124201,Beri,JHAJJAR,HARYANA
Ritauli(107),Ritauli B.O,124201,Rohtak,ROHTAK,HARYANA
Bakra(127),Bakra B.O,124201,Beri,JHAJJAR,HARYANA
Kabulpur(108),Kabulpur B.O,124201,Rohtak,ROHTAK,HARYANA
Baghpur(129),Baghpur B.O,124201,Beri,JHAJJAR,HARYANA
Bhutian(126),Beri S.O,124201,Beri,JHAJJAR,HARYANA
Dhor(110),Dhaur B.O,124201,Beri,JHAJJAR,HARYANA
Wazirpur(123),Beri S.O,124201,Beri,JHAJJAR,HARYANA
Beri,Beri S.O,124201,Beri,JHAJJAR,HARYANA
Beri Dopana(124),Beri S.O,124201,Beri,JHAJJAR,HARYANA
Brahmanpur,Ritauli B.O,124201,Rohtak,ROHTAK,HARYANA
Dubaldhan Kirmian(136),Dubaldhan S.O,124202,Beri,JHAJJAR,HARYANA
Majra(135),Majra B.O,124202,Beri,JHAJJAR,HARYANA
Manjha(117),Pilana B.O,124202,Rohtak,ROHTAK,HARYANA
Pilana(116),Pilana B.O,124202,Rohtak,ROHTAK,HARYANA
Dubaldhan Bidhan(130),Dubaldhan S.O,124202,Beri,JHAJJAR,HARYANA
Dubaldhan Ghikan(133),Dubaldhan S.O,124202,Beri,JHAJJAR,HARYANA
Siwana(134),Sewana B.O,124202,Beri,JHAJJAR,HARYANA
Bahmanwas(80),Basantpur B.O,124303,Rohtak,ROHTAK,HARYANA
Ghilor Kalan(85),Ghillaur Kalan B.O,124303,Rohtak,ROHTAK,HARYANA
Jindran(87),Khidwali B.O,124303,Rohtak,ROHTAK,HARYANA
Kahni 121/2Biswa(78),Kahni B.O,124303,Rohtak,ROHTAK,HARYANA
Sanghi(83),Sanghi S.O,124303,Rohtak,ROHTAK,HARYANA
Ghilor Khurd(86),Ghillaur Kalan B.O,124303,Rohtak,ROHTAK,HARYANA
Rithal Phogat(76),Rithal B.O,124303,Rohtak,ROHTAK,HARYANA
Sarai Ahmed(76),Chamaria B.O,124303,Rohtak,ROHTAK,HARYANA
Ghuskani(86),Kahni B.O,124303,Rohtak,ROHTAK,HARYANA
Jasia(82),Jassia B.O,124303,Rohtak,ROHTAK,HARYANA
Katwara(84),Sanghi S.O,124303,Rohtak,ROHTAK,HARYANA
Khadwali(85),Khidwali B.O,124303,Rohtak,ROHTAK,HARYANA
Rithal Nirwal (75),Rithal B.O,124303,Rohtak,ROHTAK,HARYANA
Sahan Majra(81),Jassia B.O,124303,Rohtak,ROHTAK,HARYANA
Kahni 7 1/2 Biswa ( 77),Kahni B.O,124303,Rohtak,ROHTAK,HARYANA
Chamari(79),Chamaria B.O,124303,Rohtak,ROHTAK,HARYANA
Nasirpur(77),Chamaria B.O,124303,Rohtak,ROHTAK,HARYANA
Basantpur(63),Basantpur B.O,124303,Rohtak,ROHTAK,HARYANA
Sisrauli,Chamaria B.O,124303,Rohtak,ROHTAK,HARYANA
Baliana(58),Baliana B.O,124401,Rohtak,ROHTAK,HARYANA
Makrouli Kalan(64),Makrauli Kalan B.O,124401,Rohtak,ROHTAK,HARYANA
Bhalot(59),Bhalaut S.O,124401,Rohtak,ROHTAK,HARYANA
Rurki(54),Rurkee B.O,124401,Rohtak,ROHTAK,HARYANA
Kiloi Khas(60),Kiloi B.O,124401,Rohtak,ROHTAK,HARYANA
Pakasma(57),Paksma B.O,124401,Rohtak,ROHTAK,HARYANA
Bhaiyan Pur(66),Ladout B.O,124401,Rohtak,ROHTAK,HARYANA
Dhamar(62),Dhamar B.O,124401,Rohtak,ROHTAK,HARYANA
Kiloi Dopana (61),Kiloi B.O,124401,Rohtak,ROHTAK,HARYANA
Ladhot(65),Ladout B.O,124401,Rohtak,ROHTAK,HARYANA
Mungan(55),Mungain B.O,124401,Rohtak,ROHTAK,HARYANA
Polangi(53),Polangi B.O,124401,Rohtak,ROHTAK,HARYANA
Makrouli Khurd(75),Makrauli Kalan B.O,124401,Rohtak,ROHTAK,HARYANA
Hassangarh(29),Hassangarh S.O,124404,Rohtak,ROHTAK,HARYANA
Kohandrali(221),Nilothi B.O,124404,Jhajjar,JHAJJAR,HARYANA
Nilothi(19),Nilothi B.O,124404,Bahadurgarh,JHAJJAR,HARYANA
Samchana(28),Samchana B.O,124404,Rohtak,ROHTAK,HARYANA
Humayunpur(50),Humayunpur B.O,124406,Rohtak,ROHTAK,HARYANA
Kansala(49),Kansala S.O,124406,Rohtak,ROHTAK,HARYANA
Hamayunpur(159),Humayunpur B.O,124406,Jhajjar,JHAJJAR,HARYANA
Asan(56),Assan B.O,124406,Rohtak,ROHTAK,HARYANA
